UserID,Age,Gender,Education,Skills,Interests,Preferred Industry,career label
1,47,Female,Master's,"Design, Marketing, Engineering","Technology, Arts",Engineering,Teacher
2,19,Female,PhD,"Healthcare, Programming",Healthcare,Entertainment,Artist
3,33,Male,Bachelor's,"Healthcare, Writing",Arts,IT,Marketing Manager
4,31,Female,PhD,"Marketing, Design",Education,Engineering,Teacher
5,27,Female,PhD,Programming,"Healthcare, Technology",Entertainment,Doctor
6,49,Male,Bachelor's,"Marketing, Programming","Business, Arts",Marketing,Marketing Manager
7,28,Female,Master's,"Programming, Finance","Education, Arts",Finance,Software Engineer
8,24,Other,Bachelor's,Programming,"Business, Science",Education,Software Engineer
9,25,Male,PhD,"Marketing, Finance",Business,IT,Data Scientist
10,25,Other,PhD,"Programming, Finance, Writing",Arts,Finance,Financial Analyst
11,36,Female,PhD,"Data Analysis, Design",Arts,Finance,Doctor
12,37,Female,Bachelor's,Data Analysis,Education,Marketing,Mechanical Engineer
13,28,Male,High School,"Marketing, Engineering","Arts, Healthcare",Finance,Data Scientist
14,28,Female,High School,"Writing, Healthcare, Finance","Science, Business",Entertainment,Graphic Designer
15,33,Female,High School,"Healthcare, Data Analysis, Design",Technology,Education,Doctor
16,40,Male,Master's,Marketing,Arts,Healthcare,Software Engineer
17,39,Male,High School,"Programming, Finance, Engineering",Business,Healthcare,Marketing Manager
18,47,Other,Master's,"Finance, Programming","Science, Education",Education,Sports Coach
19,48,Other,Bachelor's,"Finance, Engineering",Healthcare,Marketing,Financial Analyst
20,24,Female,Bachelor's,Programming,Arts,IT,Graphic Designer
21,27,Other,Master's,Marketing,"Science, Business",Finance,Doctor
22,39,Female,Bachelor's,"Data Analysis, Engineering, Writing","Business, Healthcare",Healthcare,Sports Coach
23,47,Male,Bachelor's,"Data Analysis, Writing",Healthcare,Finance,Marketing Manager
24,27,Male,High School,Marketing,Technology,Engineering,Financial Analyst
25,41,Other,Bachelor's,"Programming, Writing","Business, Sports",Education,Financial Analyst
26,40,Male,High School,Writing,Business,Marketing,Software Engineer
27,31,Female,Bachelor's,Programming,"Arts, Science",Finance,Financial Analyst
28,39,Male,PhD,Finance,"Education, Business",Finance,Software Engineer
29,40,Male,PhD,Data Analysis,"Education, Business",Finance,Mechanical Engineer
30,29,Male,PhD,"Marketing, Engineering, Design",Sports,IT,Data Scientist
31,50,Female,PhD,"Writing, Healthcare",Technology,Engineering,Graphic Designer
32,35,Male,Bachelor's,"Healthcare, Marketing","Sports, Healthcare",Engineering,Financial Analyst
33,27,Male,Master's,"Data Analysis, Marketing",Business,Education,Artist
34,37,Female,PhD,"Marketing, Writing, Finance","Arts, Business",IT,Financial Analyst
35,34,Other,High School,"Design, Healthcare",Science,Healthcare,Artist
36,30,Male,Master's,Writing,Technology,Entertainment,Doctor
37,25,Male,Bachelor's,"Programming, Data Analysis","Arts, Education",Finance,Data Scientist
38,22,Other,Master's,Writing,Sports,Education,Doctor
39,48,Male,High School,"Marketing, Healthcare","Technology, Healthcare",Engineering,Graphic Designer
40,39,Female,Master's,"Marketing, Finance, Healthcare","Sports, Science",Entertainment,Data Scientist
41,30,Male,PhD,Marketing,"Healthcare, Technology",Marketing,Software Engineer
42,23,Male,High School,"Data Analysis, Design","Education, Technology",Entertainment,Financial Analyst
43,37,Male,Master's,"Engineering, Marketing","Business, Arts",Healthcare,Financial Analyst
44,18,Male,PhD,Design,"Sports, Arts",Healthcare,Artist
45,25,Other,Master's,"Writing, Engineering, Marketing",Business,Engineering,Teacher
46,47,Female,High School,Writing,"Science, Technology",Finance,Doctor
47,22,Male,Master's,"Design, Data Analysis","Education, Arts",Entertainment,Artist
48,20,Other,High School,"Writing, Engineering, Finance",Business,IT,Mechanical Engineer
49,31,Female,Bachelor's,"Design, Programming, Data Analysis",Business,Education,Software Engineer
50,44,Female,Bachelor's,Healthcare,"Science, Healthcare",Marketing,Teacher
51,33,Other,PhD,Engineering,Arts,IT,Data Scientist
52,43,Female,Master's,Design,Business,Marketing,Data Scientist
53,42,Male,High School,Writing,"Business, Education",Education,Data Scientist
54,22,Male,Master's,"Programming, Writing","Science, Business",IT,Artist
55,26,Male,Bachelor's,"Marketing, Finance, Writing","Science, Education",IT,Mechanical Engineer
56,34,Other,High School,"Writing, Marketing","Arts, Business",Finance,Graphic Designer
57,27,Female,High School,Programming,Technology,Finance,Sports Coach
58,40,Male,Bachelor's,"Finance, Programming, Engineering","Healthcare, Education",Marketing,Marketing Manager
59,42,Female,Master's,"Finance, Design, Healthcare",Technology,Finance,Doctor
60,44,Other,Bachelor's,"Healthcare, Marketing, Design",Sports,IT,Doctor
61,33,Male,Master's,"Writing, Healthcare",Education,IT,Mechanical Engineer
62,18,Female,High School,Programming,Sports,Marketing,Artist
63,38,Other,PhD,"Programming, Healthcare, Design","Science, Sports",Finance,Artist
64,23,Female,High School,"Marketing, Engineering","Technology, Education",Marketing,Mechanical Engineer
65,49,Female,Master's,Writing,Science,Entertainment,Data Scientist
66,38,Other,High School,"Data Analysis, Programming",Science,Education,Sports Coach
67,31,Other,High School,"Finance, Writing","Education, Healthcare",Engineering,Artist
68,22,Other,High School,"Marketing, Writing","Sports, Arts",Healthcare,Data Scientist
69,50,Female,Bachelor's,"Healthcare, Engineering, Programming","Technology, Arts",Entertainment,Marketing Manager
70,29,Female,High School,"Writing, Engineering","Education, Technology",Education,Doctor
71,33,Male,Master's,Programming,Arts,Finance,Software Engineer
72,27,Other,Bachelor's,Design,"Science, Healthcare",Healthcare,Marketing Manager
73,49,Other,Bachelor's,"Finance, Design, Engineering","Technology, Education",Entertainment,Artist
74,24,Male,High School,"Healthcare, Marketing","Science, Healthcare",Finance,Teacher
75,48,Male,Bachelor's,"Healthcare, Marketing",Healthcare,IT,Data Scientist
76,38,Other,High School,"Engineering, Finance, Marketing","Science, Technology",Finance,Teacher
77,38,Male,Bachelor's,"Marketing, Programming, Engineering",Technology,IT,Data Scientist
78,26,Male,PhD,"Programming, Engineering, Data Analysis",Technology,IT,Graphic Designer
79,39,Male,High School,Finance,Science,Entertainment,Graphic Designer
80,28,Female,Bachelor's,"Engineering, Data Analysis",Healthcare,Entertainment,Sports Coach
81,22,Other,Bachelor's,"Marketing, Engineering, Writing",Healthcare,Finance,Teacher
82,33,Male,PhD,"Engineering, Data Analysis",Education,Education,Graphic Designer
83,42,Female,High School,"Data Analysis, Engineering",Healthcare,Finance,Graphic Designer
84,30,Other,Bachelor's,"Healthcare, Marketing","Technology, Science",Finance,Doctor
85,24,Male,Master's,"Finance, Data Analysis",Education,Healthcare,Marketing Manager
86,43,Other,PhD,Design,"Sports, Technology",Education,Graphic Designer
87,30,Other,High School,"Data Analysis, Design, Marketing","Technology, Science",Healthcare,Doctor
88,26,Other,High School,"Healthcare, Engineering",Healthcare,Education,Doctor
89,31,Other,PhD,"Engineering, Programming, Data Analysis",Arts,Engineering,Software Engineer
90,20,Male,PhD,"Design, Finance",Technology,Education,Software Engineer
91,49,Male,High School,"Finance, Healthcare, Design",Technology,Entertainment,Marketing Manager
92,31,Other,High School,"Engineering, Healthcare","Education, Healthcare",Entertainment,Doctor
93,42,Male,High School,"Data Analysis, Finance, Engineering","Business, Science",Engineering,Marketing Manager
94,30,Other,High School,Design,"Arts, Business",Engineering,Doctor
95,22,Other,Master's,"Programming, Finance",Technology,Entertainment,Sports Coach
96,26,Other,PhD,"Writing, Design, Marketing",Healthcare,Engineering,Doctor
97,32,Female,Master's,"Finance, Design","Sports, Business",Marketing,Sports Coach
98,18,Female,Bachelor's,"Marketing, Design","Arts, Business",Marketing,Mechanical Engineer
99,30,Female,Bachelor's,Data Analysis,"Healthcare, Business",Marketing,Software Engineer
100,43,Male,Bachelor's,"Design, Engineering","Business, Technology",Engineering,Mechanical Engineer
101,29,Male,PhD,Marketing,Education,Marketing,Data Scientist
102,42,Female,Bachelor's,"Writing, Engineering, Data Analysis",Education,Finance,Data Scientist
103,32,Female,PhD,Healthcare,Science,Entertainment,Software Engineer
104,41,Male,Master's,"Design, Programming, Writing","Science, Business",Healthcare,Financial Analyst
105,25,Other,PhD,Finance,Arts,Finance,Financial Analyst
106,46,Other,Bachelor's,"Programming, Finance","Business, Technology",Healthcare,Teacher
107,29,Male,PhD,"Writing, Design, Healthcare",Technology,Finance,Teacher
108,26,Male,Bachelor's,Engineering,Science,Engineering,Artist
109,50,Female,High School,"Data Analysis, Design",Arts,Education,Marketing Manager
110,46,Male,Master's,Writing,"Technology, Education",Engineering,Data Scientist
111,40,Other,Bachelor's,"Healthcare, Engineering","Education, Science",Education,Sports Coach
112,28,Other,PhD,"Healthcare, Programming, Writing",Education,Healthcare,Sports Coach
113,47,Female,Master's,Finance,Technology,Healthcare,Marketing Manager
114,38,Other,PhD,"Marketing, Writing",Technology,IT,Teacher
115,31,Other,PhD,"Healthcare, Data Analysis, Marketing","Business, Technology",Finance,Doctor
116,44,Male,High School,"Healthcare, Marketing, Data Analysis",Science,Finance,Software Engineer
117,40,Other,High School,Finance,"Science, Sports",IT,Teacher
118,18,Male,Bachelor's,"Programming, Writing","Healthcare, Science",Healthcare,Graphic Designer
119,42,Female,Master's,"Programming, Design","Sports, Business",Finance,Doctor
120,42,Female,High School,Programming,"Arts, Healthcare",Finance,Doctor
121,42,Other,Master's,"Writing, Finance, Data Analysis","Healthcare, Sports",Entertainment,Artist
122,33,Male,PhD,"Writing, Finance",Arts,Healthcare,Artist
123,44,Other,Master's,"Design, Finance, Healthcare","Technology, Science",Marketing,Software Engineer
124,47,Female,Bachelor's,"Healthcare, Finance, Programming","Healthcare, Sports",Marketing,Data Scientist
125,26,Male,High School,"Marketing, Writing","Technology, Healthcare",Entertainment,Data Scientist
126,48,Other,PhD,"Design, Engineering",Arts,Entertainment,Financial Analyst
127,43,Male,High School,Engineering,Arts,Marketing,Data Scientist
128,33,Male,Master's,"Programming, Healthcare","Education, Business",Entertainment,Software Engineer
129,18,Male,High School,"Writing, Healthcare, Programming","Sports, Science",Finance,Marketing Manager
130,45,Other,Master's,Writing,"Healthcare, Science",Engineering,Financial Analyst
131,45,Male,High School,Design,Business,Education,Sports Coach
132,19,Male,PhD,Programming,Sports,Healthcare,Marketing Manager
133,26,Female,PhD,"Writing, Engineering",Healthcare,Education,Sports Coach
134,36,Other,High School,"Data Analysis, Engineering",Arts,Engineering,Teacher
135,41,Other,Bachelor's,"Engineering, Writing",Business,Marketing,Financial Analyst
136,24,Female,Bachelor's,Writing,"Arts, Technology",Finance,Doctor
137,24,Other,Master's,"Programming, Engineering",Education,Healthcare,Financial Analyst
138,28,Female,Master's,"Design, Engineering, Healthcare","Healthcare, Technology",Engineering,Artist
139,30,Female,Master's,Programming,"Technology, Arts",Healthcare,Data Scientist
140,49,Male,Bachelor's,"Finance, Writing",Business,IT,Mechanical Engineer
141,25,Female,PhD,Design,"Sports, Healthcare",Entertainment,Marketing Manager
142,50,Male,High School,"Writing, Engineering",Healthcare,Engineering,Teacher
143,38,Other,PhD,Writing,Arts,Healthcare,Data Scientist
144,20,Other,Master's,Writing,"Science, Healthcare",Entertainment,Artist
145,41,Other,Bachelor's,"Writing, Marketing, Design","Sports, Education",Education,Software Engineer
146,49,Other,High School,"Finance, Data Analysis","Arts, Business",IT,Financial Analyst
147,19,Male,Master's,Healthcare,"Arts, Healthcare",IT,Graphic Designer
148,34,Other,PhD,"Programming, Healthcare",Science,Healthcare,Marketing Manager
149,42,Other,Master's,"Engineering, Programming, Data Analysis","Technology, Healthcare",Marketing,Sports Coach
150,36,Female,Master's,"Programming, Writing","Education, Sports",Engineering,Data Scientist
151,19,Other,PhD,Finance,Technology,Engineering,Mechanical Engineer
152,50,Female,Bachelor's,"Engineering, Healthcare, Programming","Business, Education",Education,Graphic Designer
153,46,Female,PhD,"Engineering, Marketing, Writing",Education,Finance,Software Engineer
154,43,Other,Bachelor's,Design,"Sports, Healthcare",IT,Graphic Designer
155,37,Other,PhD,Data Analysis,Sports,Education,Doctor
156,25,Female,Bachelor's,"Finance, Healthcare, Design",Science,Marketing,Doctor
157,35,Male,Master's,"Design, Finance","Sports, Business",Engineering,Financial Analyst
158,28,Other,Master's,"Marketing, Finance","Science, Business",Entertainment,Mechanical Engineer
159,26,Other,Bachelor's,Programming,"Healthcare, Arts",Entertainment,Artist
160,25,Other,Master's,"Marketing, Design",Business,Marketing,Artist
161,46,Male,High School,"Design, Data Analysis, Writing",Sports,Finance,Doctor
162,27,Female,PhD,"Engineering, Marketing, Data Analysis","Business, Arts",Healthcare,Mechanical Engineer
163,49,Other,Bachelor's,Data Analysis,"Technology, Education",Education,Software Engineer
164,28,Female,Bachelor's,Finance,"Science, Sports",Finance,Doctor
165,44,Other,High School,"Data Analysis, Finance",Arts,Entertainment,Artist
166,25,Other,Bachelor's,"Marketing, Healthcare, Engineering","Sports, Science",Healthcare,Data Scientist
167,37,Other,High School,"Programming, Finance","Education, Healthcare",Engineering,Sports Coach
168,45,Male,High School,"Design, Engineering, Healthcare","Arts, Science",Entertainment,Sports Coach
169,43,Other,Bachelor's,"Marketing, Programming, Design","Business, Science",Healthcare,Artist
170,31,Female,High School,"Programming, Healthcare","Science, Sports",IT,Doctor
171,48,Other,Bachelor's,"Engineering, Design","Healthcare, Technology",Engineering,Software Engineer
172,19,Female,Bachelor's,Writing,Arts,IT,Artist
173,24,Female,High School,Writing,Healthcare,Entertainment,Marketing Manager
174,29,Male,PhD,Design,"Sports, Healthcare",Education,Software Engineer
175,29,Male,PhD,"Data Analysis, Engineering",Healthcare,IT,Mechanical Engineer
176,37,Male,PhD,"Engineering, Design",Science,Engineering,Financial Analyst
177,22,Other,Master's,Finance,Technology,Entertainment,Teacher
178,40,Male,Master's,"Writing, Engineering, Design",Technology,Finance,Mechanical Engineer
179,37,Female,Master's,"Marketing, Data Analysis",Education,Entertainment,Marketing Manager
180,46,Female,High School,Marketing,"Education, Science",IT,Artist
181,35,Male,PhD,"Finance, Design, Writing",Healthcare,Entertainment,Data Scientist
182,32,Other,Master's,Engineering,"Business, Sports",Finance,Mechanical Engineer
183,26,Male,PhD,Engineering,Business,Finance,Mechanical Engineer
184,20,Other,PhD,"Writing, Healthcare, Design",Arts,IT,Doctor
185,34,Other,Bachelor's,"Finance, Data Analysis, Programming",Technology,Entertainment,Mechanical Engineer
186,20,Female,High School,Writing,Education,Marketing,Software Engineer
187,30,Male,PhD,"Writing, Engineering, Data Analysis","Arts, Science",Engineering,Artist
188,18,Male,Bachelor's,Writing,"Technology, Healthcare",IT,Marketing Manager
189,34,Other,High School,"Engineering, Marketing",Healthcare,Engineering,Software Engineer
190,40,Male,High School,"Finance, Engineering","Arts, Healthcare",Entertainment,Graphic Designer
191,38,Male,Master's,Healthcare,"Technology, Healthcare",Healthcare,Marketing Manager
192,41,Other,Bachelor's,Engineering,"Education, Healthcare",IT,Sports Coach
193,32,Female,PhD,"Writing, Finance, Design","Technology, Education",Finance,Doctor
194,25,Female,High School,Healthcare,"Technology, Arts",Engineering,Financial Analyst
195,45,Male,Master's,Programming,Business,Engineering,Graphic Designer
196,24,Female,Master's,Data Analysis,Science,Entertainment,Data Scientist
197,21,Male,PhD,"Writing, Programming","Science, Sports",Entertainment,Artist
198,45,Other,High School,"Programming, Finance",Healthcare,Engineering,Doctor
199,29,Male,High School,Design,"Science, Education",Entertainment,Graphic Designer
200,20,Female,PhD,"Marketing, Design",Technology,Education,Financial Analyst
201,50,Female,PhD,Finance,"Healthcare, Arts",Healthcare,Financial Analyst
202,39,Male,Master's,"Writing, Programming","Science, Arts",Engineering,Mechanical Engineer
203,27,Other,PhD,"Writing, Design, Programming",Arts,Engineering,Graphic Designer
204,19,Other,PhD,"Design, Programming","Science, Healthcare",Education,Graphic Designer
205,40,Male,PhD,"Design, Healthcare","Technology, Business",Education,Mechanical Engineer
206,40,Female,Bachelor's,"Marketing, Healthcare, Writing","Sports, Business",Engineering,Financial Analyst
207,29,Male,PhD,"Healthcare, Finance, Marketing","Arts, Healthcare",IT,Financial Analyst
208,30,Other,Bachelor's,"Writing, Design","Arts, Sports",Education,Artist
209,33,Male,PhD,"Programming, Marketing, Finance","Technology, Education",Education,Sports Coach
210,39,Other,PhD,"Finance, Healthcare, Engineering",Education,Engineering,Financial Analyst
211,48,Male,Bachelor's,"Data Analysis, Writing, Programming",Sports,Engineering,Mechanical Engineer
212,47,Male,PhD,Healthcare,"Science, Arts",Finance,Data Scientist
213,33,Female,Master's,Finance,Sports,Entertainment,Mechanical Engineer
214,30,Female,PhD,"Finance, Writing","Sports, Education",Education,Software Engineer
215,37,Other,Master's,"Engineering, Healthcare","Education, Arts",Entertainment,Marketing Manager
216,41,Other,Master's,"Healthcare, Programming, Data Analysis","Arts, Science",Marketing,Sports Coach
217,41,Other,High School,"Marketing, Healthcare",Sports,Engineering,Mechanical Engineer
218,19,Female,High School,"Data Analysis, Healthcare","Science, Business",IT,Teacher
219,26,Other,Master's,"Programming, Finance, Marketing",Education,Entertainment,Graphic Designer
220,43,Other,High School,"Data Analysis, Marketing",Business,Marketing,Doctor
221,20,Male,Master's,Design,"Sports, Healthcare",Engineering,Artist
222,26,Female,Bachelor's,"Marketing, Design, Healthcare",Education,Healthcare,Graphic Designer
223,31,Female,Master's,Programming,"Business, Technology",Marketing,Doctor
224,25,Male,Master's,"Programming, Writing",Business,Healthcare,Sports Coach
225,38,Other,PhD,Programming,Technology,Healthcare,Artist
226,29,Female,Master's,"Data Analysis, Design","Business, Science",IT,Mechanical Engineer
227,37,Other,High School,"Engineering, Writing, Data Analysis","Sports, Healthcare",Education,Data Scientist
228,47,Other,Bachelor's,"Data Analysis, Engineering, Writing","Technology, Education",Entertainment,Data Scientist
229,48,Other,Master's,Writing,Business,Healthcare,Software Engineer
230,33,Other,PhD,"Healthcare, Design, Data Analysis",Arts,IT,Doctor
231,39,Other,Master's,Data Analysis,"Science, Technology",IT,Teacher
232,50,Male,High School,"Data Analysis, Writing",Arts,IT,Teacher
233,25,Male,Bachelor's,"Marketing, Programming","Sports, Business",Education,Marketing Manager
234,37,Other,Bachelor's,"Design, Healthcare, Marketing",Technology,Entertainment,Graphic Designer
235,48,Female,High School,"Healthcare, Programming",Science,Healthcare,Graphic Designer
236,18,Female,PhD,"Programming, Design, Healthcare",Sports,Entertainment,Data Scientist
237,44,Female,Master's,"Design, Finance, Marketing","Science, Technology",Finance,Doctor
238,37,Male,Master's,"Healthcare, Finance, Writing","Healthcare, Sports",Engineering,Graphic Designer
239,19,Other,High School,Marketing,"Arts, Business",IT,Mechanical Engineer
240,21,Female,Bachelor's,Programming,Sports,Education,Sports Coach
241,24,Male,Master's,Marketing,"Arts, Technology",Finance,Artist
242,38,Female,PhD,"Data Analysis, Programming, Marketing",Arts,IT,Sports Coach
243,21,Female,Bachelor's,"Healthcare, Design",Business,Finance,Data Scientist
244,23,Other,PhD,"Healthcare, Marketing, Engineering",Arts,Education,Artist
245,30,Other,High School,Writing,"Healthcare, Education",IT,Software Engineer
246,22,Female,Bachelor's,"Healthcare, Programming",Arts,Marketing,Sports Coach
247,34,Male,PhD,"Healthcare, Marketing","Sports, Healthcare",Finance,Sports Coach
248,37,Male,High School,Design,"Healthcare, Education",Marketing,Sports Coach
249,39,Female,High School,Marketing,"Technology, Arts",Engineering,Artist
250,38,Other,PhD,"Finance, Engineering, Marketing","Healthcare, Technology",IT,Artist
251,50,Other,PhD,"Finance, Writing, Design",Science,Marketing,Doctor
252,39,Male,High School,Writing,Business,Entertainment,Teacher
253,40,Male,Master's,Healthcare,Education,Finance,Teacher
254,45,Other,High School,"Healthcare, Finance",Sports,Education,Graphic Designer
255,30,Other,High School,"Writing, Marketing, Data Analysis","Science, Business",IT,Teacher
256,42,Other,Master's,Design,Healthcare,Healthcare,Teacher
257,22,Male,High School,"Finance, Writing, Marketing","Education, Science",Marketing,Artist
258,44,Other,High School,Design,"Business, Sports",Healthcare,Marketing Manager
259,36,Other,Master's,"Data Analysis, Writing","Education, Sports",Marketing,Financial Analyst
260,40,Male,Master's,Healthcare,"Technology, Science",Engineering,Graphic Designer
261,27,Other,PhD,"Writing, Design","Arts, Business",IT,Software Engineer
262,37,Male,PhD,"Design, Marketing","Arts, Education",Entertainment,Mechanical Engineer
263,24,Other,High School,"Finance, Engineering, Programming",Science,Finance,Graphic Designer
264,48,Male,Bachelor's,"Healthcare, Engineering",Sports,Education,Artist
265,22,Female,PhD,"Programming, Writing","Education, Sports",Entertainment,Doctor
266,22,Female,Bachelor's,Design,Education,Healthcare,Financial Analyst
267,24,Male,PhD,"Finance, Programming","Arts, Technology",Education,Graphic Designer
268,20,Male,Master's,Data Analysis,Education,IT,Financial Analyst
269,29,Female,High School,"Writing, Programming","Science, Sports",IT,Graphic Designer
270,42,Other,Master's,"Data Analysis, Writing, Programming",Healthcare,IT,Data Scientist
271,39,Female,Master's,Healthcare,"Healthcare, Science",Marketing,Doctor
272,35,Male,Bachelor's,"Design, Marketing, Engineering","Healthcare, Technology",Marketing,Teacher
273,29,Other,High School,"Data Analysis, Design","Arts, Education",Marketing,Graphic Designer
274,46,Male,Master's,Engineering,Business,Entertainment,Data Scientist
275,46,Female,High School,"Writing, Marketing, Engineering",Business,IT,Artist
276,50,Female,Master's,"Design, Marketing, Finance",Technology,IT,Marketing Manager
277,23,Other,Master's,"Marketing, Finance","Arts, Sports",Entertainment,Marketing Manager
278,18,Male,Bachelor's,Data Analysis,"Sports, Business",Education,Financial Analyst
279,26,Female,Bachelor's,Engineering,Technology,Education,Software Engineer
280,32,Female,Bachelor's,Marketing,Science,Engineering,Data Scientist
281,30,Female,Master's,"Programming, Finance, Healthcare","Education, Healthcare",Engineering,Artist
282,19,Male,PhD,"Data Analysis, Healthcare, Writing","Education, Healthcare",Engineering,Mechanical Engineer
283,33,Female,Master's,Marketing,Education,Marketing,Data Scientist
284,26,Male,Master's,Writing,"Technology, Sports",Finance,Financial Analyst
285,28,Male,High School,Finance,"Healthcare, Education",Finance,Doctor
286,27,Male,Bachelor's,"Marketing, Finance",Sports,IT,Mechanical Engineer
287,27,Other,PhD,"Engineering, Marketing, Writing",Education,Entertainment,Doctor
288,33,Other,Bachelor's,"Healthcare, Data Analysis, Design","Science, Business",IT,Artist
289,33,Male,Master's,Writing,Science,Finance,Sports Coach
290,38,Male,High School,"Data Analysis, Healthcare","Sports, Technology",Education,Marketing Manager
291,20,Female,High School,Data Analysis,Healthcare,Healthcare,Marketing Manager
292,24,Male,Master's,Design,Sports,Entertainment,Sports Coach
293,32,Other,Master's,"Data Analysis, Programming, Writing",Technology,IT,Mechanical Engineer
294,40,Male,Bachelor's,"Programming, Design","Science, Technology",Healthcare,Graphic Designer
295,30,Other,Master's,"Marketing, Writing, Data Analysis",Business,Finance,Data Scientist
296,18,Female,High School,"Programming, Engineering","Technology, Science",Finance,Graphic Designer
297,46,Male,Master's,Healthcare,Education,Finance,Artist
298,30,Female,PhD,Design,"Healthcare, Sports",IT,Graphic Designer
299,37,Female,Bachelor's,Marketing,"Science, Education",Healthcare,Teacher
300,35,Female,Master's,"Data Analysis, Marketing","Sports, Education",Finance,Software Engineer
301,28,Male,PhD,"Data Analysis, Finance, Writing","Science, Technology",IT,Artist
302,19,Male,High School,"Finance, Healthcare, Data Analysis",Sports,Marketing,Software Engineer
303,26,Female,Master's,"Healthcare, Writing, Programming",Technology,Entertainment,Mechanical Engineer
304,39,Female,High School,"Finance, Programming, Engineering",Science,Healthcare,Teacher
305,46,Male,Master's,"Programming, Finance, Marketing",Business,Entertainment,Doctor
306,28,Other,PhD,"Programming, Finance, Marketing",Sports,Healthcare,Artist
307,47,Female,Master's,"Engineering, Healthcare, Programming","Sports, Science",Engineering,Sports Coach
308,44,Male,Bachelor's,"Engineering, Finance, Writing",Healthcare,Education,Financial Analyst
309,42,Male,PhD,"Engineering, Programming, Data Analysis","Science, Sports",Entertainment,Marketing Manager
310,47,Female,Master's,"Design, Healthcare, Programming","Sports, Healthcare",Engineering,Teacher
311,19,Other,Bachelor's,"Healthcare, Data Analysis, Writing",Business,Entertainment,Artist
312,26,Female,PhD,"Healthcare, Engineering","Arts, Science",Finance,Sports Coach
313,39,Male,Master's,Engineering,"Technology, Business",IT,Artist
314,30,Male,PhD,"Writing, Finance","Business, Arts",Entertainment,Financial Analyst
315,28,Female,Master's,"Engineering, Data Analysis",Business,Engineering,Data Scientist
316,35,Male,PhD,Finance,Sports,IT,Sports Coach
317,40,Male,PhD,"Writing, Engineering, Finance","Technology, Science",Finance,Data Scientist
318,47,Male,High School,"Data Analysis, Design",Education,IT,Sports Coach
319,49,Other,High School,"Finance, Writing, Engineering","Business, Sports",Entertainment,Data Scientist
320,37,Other,High School,"Data Analysis, Design",Technology,Engineering,Graphic Designer
321,33,Male,Master's,"Data Analysis, Design",Business,Finance,Teacher
322,28,Other,Bachelor's,"Writing, Design",Healthcare,Entertainment,Graphic Designer
323,26,Other,PhD,"Healthcare, Engineering",Technology,Education,Artist
324,46,Male,Bachelor's,Writing,"Sports, Science",Marketing,Mechanical Engineer
325,45,Male,High School,Design,"Sports, Science",IT,Graphic Designer
326,40,Male,High School,"Engineering, Finance",Business,Healthcare,Graphic Designer
327,35,Female,Master's,"Marketing, Engineering, Writing",Healthcare,Finance,Mechanical Engineer
328,47,Female,Bachelor's,Marketing,Education,Engineering,Mechanical Engineer
329,18,Male,High School,Design,Technology,IT,Sports Coach
330,25,Female,Bachelor's,"Writing, Healthcare","Healthcare, Technology",Education,Doctor
331,44,Other,Bachelor's,Design,"Sports, Technology",Education,Data Scientist
332,20,Other,Bachelor's,"Marketing, Engineering",Sports,IT,Data Scientist
333,42,Male,Bachelor's,Marketing,Science,IT,Data Scientist
334,43,Female,PhD,"Writing, Programming, Engineering",Healthcare,IT,Artist
335,31,Female,Bachelor's,"Healthcare, Design",Business,Finance,Sports Coach
336,18,Female,Master's,"Healthcare, Design, Marketing",Healthcare,Education,Mechanical Engineer
337,38,Male,Bachelor's,"Finance, Healthcare","Technology, Arts",Marketing,Teacher
